sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
Regional utility Tohoku Electric Power Co Inc said an 825,000-kilowatt (kW) nuclear reactor, the Onagawa No.3 unit near Sendai automatically shut down due to the quake.	Japan's Tohoku Electric Power Co Inc said an 825,000-kilowatt (kW) nuclear reactor, the Onagawa No.3 unit in northern Japan, automatically shut down due to the quake.	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Regional', 'utility', 'Tohoku', 'Electric', 'Power', 'Co', 'Inc', 'said', 'an', '825,000-kilowatt', '(', 'kW', ')', 'nuclear', 'reactor', ',', 'the', 'Onagawa', 'No.3', 'unit', 'near', 'Sendai', 'automatically', 'shut', 'down', 'due', 'to', 'the', 'quake', '.']	"['Japan', ""'s"", 'Tohoku', 'Electric', 'Power', 'Co', 'Inc', 'said', 'an', '825,000-kilowatt', '(', 'kW', ')', 'nuclear', 'reactor', ',', 'the', 'Onagawa', 'No.3', 'unit', 'in', 'northern', 'Japan', ',', 'automatically', 'shut', 'down', 'due', 'to', 'the', 'quake', '.\n']"	2fcee091cc7b4ddb8b7bc2fbbc258325
"""The momentum in the marketplace continues to shift in our direction,"" he said of his company, formerly named Caldera Systems."	"""The momentum in the marketplace continues to shift in SCO's direction,"" said Darl McBride, SCO's president and CEO."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7]	"['``', 'The', 'momentum', 'in', 'the', 'marketplace', 'continues', 'to', 'shift', 'in', 'our', 'direction', ',', ""''"", 'he', 'said', 'of', 'his', 'company', ',', 'formerly', 'named', 'Caldera', 'Systems', '.']"	"['``', 'The', 'momentum', 'in', 'the', 'marketplace', 'continues', 'to', 'shift', 'in', 'SCO', ""'s"", 'direction', ',', ""''"", 'said', 'Darl', 'McBride', ',', 'SCO', ""'s"", 'president', 'and', 'CEO', '.\n']"	b2517414ff8a40b8b602aba84d6a84e1
He was arrested less than two kilometres from where he allegedly kidnapped her after brutally beating her mother and brother.	He was arrested less than 1km from where he allegedly kidnapped Jennette Tamayo after beating her mother and brother.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 0, 2, 6, 6, 6, 6, 6, 2, 6, 7, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7]	['He', 'was', 'arrested', 'less', 'than', 'two', 'kilometres', 'from', 'where', 'he', 'allegedly', 'kidnapped', 'her', 'after', 'brutally', 'beating', 'her', 'mother', 'and', 'brother', '.']	['He', 'was', 'arrested', 'less', 'than', '1km', 'from', 'where', 'he', 'allegedly', 'kidnapped', 'Jennette', 'Tamayo', 'after', 'beating', 'her', 'mother', 'and', 'brother', '.\n']	138d58a95eb94989a6cbc0e25e52db27
The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.	There will be 9.3 million visitors to hot spots in 2003, up from 2.5 million in 2002, Gartner said.	[1, 2, 6, 7, 0, 0, 0]	[0, 0, 7, 1, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7]	['The', 'report', 'also', 'claims', 'that', 'there', 'will', 'be', 'up', 'to', '9.3', 'million', 'visitors', 'to', 'hot', 'spots', 'this', 'year', ',', 'up', 'again', 'from', 'the', 'meagre', '2.5', 'million', 'in', '2002', '.']	['There', 'will', 'be', '9.3', 'million', 'visitors', 'to', 'hot', 'spots', 'in', '2003', ',', 'up', 'from', '2.5', 'million', 'in', '2002', ',', 'Gartner', 'said', '.\n']	9e5c4333a1e44b82a43f490ae0822a64
Robert Liscouski, the Assistant Secretary of Homeland Security for Infrastructure Protection, will oversee NCSD.	NCSD's chief will be Robert Liscouski, the assistant secretary of Homeland Security for Infrastructure Protection.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 6, 6, 6, 0]	[6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	['Robert', 'Liscouski', ',', 'the', 'Assistant', 'Secretary', 'of', 'Homeland', 'Security', 'for', 'Infrastructure', 'Protection', ',', 'will', 'oversee', 'NCSD', '.']	"['NCSD', ""'s"", 'chief', 'will', 'be', 'Robert', 'Liscouski', ',', 'the', 'assistant', 'secretary', 'of', 'Homeland', 'Security', 'for', 'Infrastructure', 'Protection', '.\n']"	fec66611e9944e99ae38b05ea06d9ab1
I'm never going to forget this day.	"I am never going to forget this throughout my life."""	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 6, 6, 6, 6, 2, 7, 7, 7, 6, 0]	"['I', ""'m"", 'never', 'going', 'to', 'forget', 'this', 'day', '.']"	"['I', 'am', 'never', 'going', 'to', 'forget', 'this', 'throughout', 'my', 'life', '.', ""''\n""]"	02d9c0dbf1d54ae8b847029c24b1af8a
Charles Howell III picked up some local knowledge a year ago that provided much-needed insight in the opening round of the Memorial Tournament in Dublin, Ohio.	Charles Howell III picked up some local knowledge a year ago that provided some much needed insight in Thursday's opening round of the Memorial Tournament.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 3, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 2, 2, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Charles', 'Howell', 'III', 'picked', 'up', 'some', 'local', 'knowledge', 'a', 'year', 'ago', 'that', 'provided', 'much-needed', 'insight', 'in', 'the', 'opening', 'round', 'of', 'the', 'Memorial', 'Tournament', 'in', 'Dublin', ',', 'Ohio', '.']	"['Charles', 'Howell', 'III', 'picked', 'up', 'some', 'local', 'knowledge', 'a', 'year', 'ago', 'that', 'provided', 'some', 'much', 'needed', 'insight', 'in', 'Thursday', ""'s"", 'opening', 'round', 'of', 'the', 'Memorial', 'Tournament', '.\n']"	6348890e45174ecf9c928b8b34c886c9
In Somalia, only 26% of adolescent females (aged 10-19) have heard of Aids and just 1% know how to protect themselves.	In Somalia, the report says, only 26 percent of adolescent girls have heard of AIDS and only 1 percent know how to protect themselves.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 2, 7, 7, 7, 2, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7]	['In', 'Somalia', ',', 'only', '26', '%', 'of', 'adolescent', 'females', '(', 'aged', '10-19', ')', 'have', 'heard', 'of', 'Aids', 'and', 'just', '1', '%', 'know', 'how', 'to', 'protect', 'themselves', '.']	['In', 'Somalia', ',', 'the', 'report', 'says', ',', 'only', '26', 'percent', 'of', 'adolescent', 'girls', 'have', 'heard', 'of', 'AIDS', 'and', 'only', '1', 'percent', 'know', 'how', 'to', 'protect', 'themselves', '.\n']	cc4ccfe5fd4b4e72a96d84d71db907ad
A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.	A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 2, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0]	['A', 'number', 'below', '50', 'suggests', 'contraction', 'in', 'the', 'manufacturing', 'sector', ',', 'while', 'a', 'number', 'above', 'that', 'indicates', 'expansion', '.']	['A', 'reading', 'above', '50', 'suggests', 'growth', 'in', 'the', 'sector', ',', 'while', 'a', 'number', 'below', 'that', 'level', 'indicates', 'contraction', '.\n']	f691304ce8c5436594b9a7aef2d991fe
Samuel Waksal, ImClone's former CEO, recently began serving a prison sentence of more than seven years for securities fraud.	Waksal, who pleaded guilty to securities fraud charges, recently began serving a prison sentence of more than seven years.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7]	[2, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Samuel', 'Waksal', ',', 'ImClone', ""'s"", 'former', 'CEO', ',', 'recently', 'began', 'serving', 'a', 'prison', 'sentence', 'of', 'more', 'than', 'seven', 'years', 'for', 'securities', 'fraud', '.']"	['Waksal', ',', 'who', 'pleaded', 'guilty', 'to', 'securities', 'fraud', 'charges', ',', 'recently', 'began', 'serving', 'a', 'prison', 'sentence', 'of', 'more', 'than', 'seven', 'years', '.\n']	181da335061c41ac8f90ec7e0f028b7f
Certain to give Democrats hope was Bush's hypothetical matchup with a generic Democrat; the president prevailed 43 percent to 38 percent.	In a Bush hypothetical matchup with a generic Democrat; the president prevailed 43 to 38 percent.	[3, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['Certain', 'to', 'give', 'Democrats', 'hope', 'was', 'Bush', ""'s"", 'hypothetical', 'matchup', 'with', 'a', 'generic', 'Democrat', ';', 'the', 'president', 'prevailed', '43', 'percent', 'to', '38', 'percent', '.']"	['In', 'a', 'Bush', 'hypothetical', 'matchup', 'with', 'a', 'generic', 'Democrat', ';', 'the', 'president', 'prevailed', '43', 'to', '38', 'percent', '.\n']	b59bc78551fa47518cc3941cd3182503
Ms Lanier's first heart tumour was removed from the upper part of her heart in 1997, returning in 1999, in 2001 and again this year.	Her first heart tumor was removed in 1997 in the upper part of her heart, but it returned in 1999, 2001, and again this year.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 2, 6, 6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5, 6, 7, 6, 6, 6, 6, 6, 6]	[5, 5, 5, 5, 5, 5, 7, 7, 2, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	"['Ms', 'Lanier', ""'s"", 'first', 'heart', 'tumour', 'was', 'removed', 'from', 'the', 'upper', 'part', 'of', 'her', 'heart', 'in', '1997', ',', 'returning', 'in', '1999', ',', 'in', '2001', 'and', 'again', 'this', 'year', '.']"	['Her', 'first', 'heart', 'tumor', 'was', 'removed', 'in', '1997', 'in', 'the', 'upper', 'part', 'of', 'her', 'heart', ',', 'but', 'it', 'returned', 'in', '1999', ',', '2001', ',', 'and', 'again', 'this', 'year', '.\n']	89654b60c1174dc3ab114c334e06259c
Like-for-like sales for the 17 weeks to 27 December were flat, while the gross margin fell by 2 percentage points, the company said.	UK retail like-for-like sales for the 17 weeks to December 27 were flat, with gross margin down two percentage points.	[2, 3, 4, 6, 7, 0, 0]	[7, 4, 7, 7, 7, 7, 7, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 0, 4, 0, 0, 0, 0, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 2, 0, 0, 0]	['Like-for-like', 'sales', 'for', 'the', '17', 'weeks', 'to', '27', 'December', 'were', 'flat', ',', 'while', 'the', 'gross', 'margin', 'fell', 'by', '2', 'percentage', 'points', ',', 'the', 'company', 'said', '.']	['UK', 'retail', 'like-for-like', 'sales', 'for', 'the', '17', 'weeks', 'to', 'December', '27', 'were', 'flat', ',', 'with', 'gross', 'margin', 'down', 'two', 'percentage', 'points', '.\n']	197ddb5fa9a64375b0e1ed21f7e9c005
Still others cite the difficulty of assembling a group of subjects whose depression is of comparable severity, increasing the chances that the effectiveness of the medication will be diffused.	Still others cite the difficulty of assembling a group of subjects whose depression is of comparable severity, a problem that complicates the task of properly measuring effectiveness.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6]	['Still', 'others', 'cite', 'the', 'difficulty', 'of', 'assembling', 'a', 'group', 'of', 'subjects', 'whose', 'depression', 'is', 'of', 'comparable', 'severity', ',', 'increasing', 'the', 'chances', 'that', 'the', 'effectiveness', 'of', 'the', 'medication', 'will', 'be', 'diffused', '.']	['Still', 'others', 'cite', 'the', 'difficulty', 'of', 'assembling', 'a', 'group', 'of', 'subjects', 'whose', 'depression', 'is', 'of', 'comparable', 'severity', ',', 'a', 'problem', 'that', 'complicates', 'the', 'task', 'of', 'properly', 'measuring', 'effectiveness', '.\n']	68d6832b1816460fb353f912dcbf5b1d
When the manager let him in the apartment, Brianna was in her mother's bedroom lying in a baby's bathtub, covered with a towel and watching cartoons.	When a manager let him into the apartment, the youngster was lying in a baby's bathtub, covered with a towel and was watching a TV cartoon channel.	[1, 2, 4, 6, 7, 0, 0]	[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4, 7, 7, 7, 7, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0]	[7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 2, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 0, 2, 2, 1, 7]	"['When', 'the', 'manager', 'let', 'him', 'in', 'the', 'apartment', ',', 'Brianna', 'was', 'in', 'her', 'mother', ""'s"", 'bedroom', 'lying', 'in', 'a', 'baby', ""'s"", 'bathtub', ',', 'covered', 'with', 'a', 'towel', 'and', 'watching', 'cartoons', '.']"	"['When', 'a', 'manager', 'let', 'him', 'into', 'the', 'apartment', ',', 'the', 'youngster', 'was', 'lying', 'in', 'a', 'baby', ""'s"", 'bathtub', ',', 'covered', 'with', 'a', 'towel', 'and', 'was', 'watching', 'a', 'TV', 'cartoon', 'channel', '.\n']"	4648f277795049dcaaf1867aacbbfc46
The Dow Jones industrial average .DJI added 47.9 points, or 0.52 percent, to 9,174.35.	The Dow Jones industrial average .DJI ended up 64.64 points, or 0.71 percent, at 9,191.09, according to the latest available data.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 2, 6, 7, 0, 7, 6, 7, 7, 2, 6, 7]	[6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 2, 0, 7, 7, 7, 7, 7, 7, 7, 6]	['The', 'Dow', 'Jones', 'industrial', 'average', '.DJI', 'added', '47.9', 'points', ',', 'or', '0.52', 'percent', ',', 'to', '9,174.35', '.']	['The', 'Dow', 'Jones', 'industrial', 'average', '.DJI', 'ended', 'up', '64.64', 'points', ',', 'or', '0.71', 'percent', ',', 'at', '9,191.09', ',', 'according', 'to', 'the', 'latest', 'available', 'data', '.\n']	39c5adacf1134913911eea0eedb74241
ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.	"""But at no stage did ONA receive intelligence material indicating that Jemaah Islamiyah was planning to mount an operation in Bali."""	[2, 4, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[0, 7, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]	['ONA', 'explicitly', 'stated', 'that', 'it', 'did', 'not', 'receive', 'intelligence', 'material', 'indicating', 'that', 'Jemaah', 'Islamiyah', 'terrorist', 'network', 'was', 'planning', 'to', 'mount', 'an', 'operation', 'in', 'Bali', '.']	"['``', 'But', 'at', 'no', 'stage', 'did', 'ONA', 'receive', 'intelligence', 'material', 'indicating', 'that', 'Jemaah', 'Islamiyah', 'was', 'planning', 'to', 'mount', 'an', 'operation', 'in', 'Bali', '.', ""''\n""]"	9517029ca13a4fe78e612236da8eb73c
One witness told Anatolian he saw the plane on fire while it was still in the air.	One witness told the Anatolian news agency he saw the plane on fire in mid-air.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 2, 2, 2, 7]	[0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 2, 2, 0]	['One', 'witness', 'told', 'Anatolian', 'he', 'saw', 'the', 'plane', 'on', 'fire', 'while', 'it', 'was', 'still', 'in', 'the', 'air', '.']	['One', 'witness', 'told', 'the', 'Anatolian', 'news', 'agency', 'he', 'saw', 'the', 'plane', 'on', 'fire', 'in', 'mid-air', '.\n']	5a964aa76f264612b0a5517c7aa36248
Militias also attacked local United Nations offices and, according to a United Nations spokesman, have fired into crowds seeking shelter near the airport in Bunia.	Militias also attacked local U.N. offices and, according to a U.N. spokesman, had fired into crowds seeking shelter near the airport in Bunia.	[1, 2, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 0, 0, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 2, 6, 6, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Militias', 'also', 'attacked', 'local', 'United', 'Nations', 'offices', 'and', ',', 'according', 'to', 'a', 'United', 'Nations', 'spokesman', ',', 'have', 'fired', 'into', 'crowds', 'seeking', 'shelter', 'near', 'the', 'airport', 'in', 'Bunia', '.']	['Militias', 'also', 'attacked', 'local', 'U.N.', 'offices', 'and', ',', 'according', 'to', 'a', 'U.N.', 'spokesman', ',', 'had', 'fired', 'into', 'crowds', 'seeking', 'shelter', 'near', 'the', 'airport', 'in', 'Bunia', '.\n']	71b749cd93474ed6a53288e88a113bd6
"Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate."	South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate.	[1, 2, 4, 5, 6, 7, 0]	[7, 7, 7, 7, 7, 7, 1, 7, 7, 4, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 4, 7, 7, 7, 7, 7, 7]	[7, 7, 0, 7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 7, 7, 7]	"['Former', 'South', 'African', 'Archbishop', 'Desmond', 'Tutu', 'said', 'Sunday', 'he', 'did', 'not', 'see', 'what', '``', 'all', 'the', 'fuss', ""''"", 'was', 'over', 'appointing', 'a', 'gay', 'bishop', ',', 'but', 'urged', 'homosexual', 'clergy', 'to', 'remain', 'celibate', '.']"	"['South', 'Africa', ""'s"", 'Nobel', 'laureate', 'Archbishop', 'Desmond', 'Tutu', 'says', 'he', 'does', 'not', 'understand', 'all', 'the', 'fuss', 'about', 'appointing', 'a', 'gay', 'bishop', ',', 'but', 'he', 'has', 'urged', 'homosexual', 'clergy', 'to', 'remain', 'celibate', '.\n']"	a324bbbc1bbb464cb3d6b6afbb2263a4
"""We will keep fighting within the law...against this terrorist group and those who support it."""	"We will keep fighting, within the law, against the terrorist band."""	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6]	"['``', 'We', 'will', 'keep', 'fighting', 'within', 'the', 'law', '...', 'against', 'this', 'terrorist', 'group', 'and', 'those', 'who', 'support', 'it', '.', ""''""]"	"['We', 'will', 'keep', 'fighting', ',', 'within', 'the', 'law', ',', 'against', 'the', 'terrorist', 'band', '.', ""''\n""]"	62b3e85591cc4045909c75cfe6f4dbbd
Only two bidders of the six have expressed interest in the whole pie - oil tycoon Marvin Davis and Seagram heir Edgar Bronfman Jr.	Only two of the bidders have so far expressed interest in buying all the assets -- Davis and Bronfman.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Only', 'two', 'bidders', 'of', 'the', 'six', 'have', 'expressed', 'interest', 'in', 'the', 'whole', 'pie', '-', 'oil', 'tycoon', 'Marvin', 'Davis', 'and', 'Seagram', 'heir', 'Edgar', 'Bronfman', 'Jr', '.']	['Only', 'two', 'of', 'the', 'bidders', 'have', 'so', 'far', 'expressed', 'interest', 'in', 'buying', 'all', 'the', 'assets', '--', 'Davis', 'and', 'Bronfman', '.\n']	9b61ad6e87784a2ea11bf6706d268921
A few thousand troops, most from the division's 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week, with flights continuing through Friday.	Several thousand 3rd Infantry troops, including the 3rd Brigade Combat Team based at Fort Benning in Columbus, Ga., began returning last week.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[4, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['A', 'few', 'thousand', 'troops', ',', 'most', 'from', 'the', 'division', ""'s"", '3rd', 'Brigade', 'Combat', 'Team', 'based', 'at', 'Fort', 'Benning', 'in', 'Columbus', ',', 'began', 'returning', 'last', 'week', ',', 'with', 'flights', 'continuing', 'through', 'Friday', '.']"	['Several', 'thousand', '3rd', 'Infantry', 'troops', ',', 'including', 'the', '3rd', 'Brigade', 'Combat', 'Team', 'based', 'at', 'Fort', 'Benning', 'in', 'Columbus', ',', 'Ga.', ',', 'began', 'returning', 'last', 'week', '.\n']	35adc2138ec746c2ace2d7e4e378d100
"But he added that the New York-based actor and producer is ""a private person and doesn't care to have his treatment out for public consumption."""	"But he added that De Niro is ""a private person and doesn't care to have his treatment out for public consumption."""	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['But', 'he', 'added', 'that', 'the', 'New', 'York-based', 'actor', 'and', 'producer', 'is', '``', 'a', 'private', 'person', 'and', 'does', ""n't"", 'care', 'to', 'have', 'his', 'treatment', 'out', 'for', 'public', 'consumption', '.', ""''""]"	"['But', 'he', 'added', 'that', 'De', 'Niro', 'is', '``', 'a', 'private', 'person', 'and', 'does', ""n't"", 'care', 'to', 'have', 'his', 'treatment', 'out', 'for', 'public', 'consumption', '.', ""''\n""]"	84b6f596e5704b29bec0076ca8a6d81d
"""This fire is going to have a great potential to get into those areas,"" Oltrogge said."	"""The fire is going to have great potential to get in there tomorrow,"" he said."	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 2, 7, 7]	[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 7, 0, 0, 2, 0, 0]	"['``', 'This', 'fire', 'is', 'going', 'to', 'have', 'a', 'great', 'potential', 'to', 'get', 'into', 'those', 'areas', ',', ""''"", 'Oltrogge', 'said', '.']"	"['``', 'The', 'fire', 'is', 'going', 'to', 'have', 'great', 'potential', 'to', 'get', 'in', 'there', 'tomorrow', ',', ""''"", 'he', 'said', '.\n']"	7495cf0aa8da4e959a7efe829bf7bfdd
The rest said they belonged to another party or had no affiliation.	The rest said they had no affiliation or belonged to another party.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 7, 7, 7, 7, 0, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 6]	['The', 'rest', 'said', 'they', 'belonged', 'to', 'another', 'party', 'or', 'had', 'no', 'affiliation', '.']	['The', 'rest', 'said', 'they', 'had', 'no', 'affiliation', 'or', 'belonged', 'to', 'another', 'party', '.\n']	cfdc4fa4f5d54714979276f1a1fb9f39
Operating revenue fell 4.5 percent to $2.3 billion from a year earlier.	Operating revenues were down about 1 percent to $4.55 billion, from $4.59 billion.	[1, 2, 5, 6, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Operating', 'revenue', 'fell', '4.5', 'percent', 'to', '$', '2.3', 'billion', 'from', 'a', 'year', 'earlier', '.']	['Operating', 'revenues', 'were', 'down', 'about', '1', 'percent', 'to', '$', '4.55', 'billion', ',', 'from', '$', '4.59', 'billion', '.\n']	0e64b3d7ace541fa9851da97bcc2c0fc
The broad Standard & Poor's 500 index slipped 12.27 points or 1.23 percent to 981.73.	The S.& P. 500 slipped 12.27 points, or 1.2 percent, to 981.73.	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['The', 'broad', 'Standard', '&', 'Poor', ""'s"", '500', 'index', 'slipped', '12.27', 'points', 'or', '1.23', 'percent', 'to', '981.73', '.']"	['The', 'S.', '&', 'P.', '500', 'slipped', '12.27', 'points', ',', 'or', '1.2', 'percent', ',', 'to', '981.73', '.\n']	2b6c6e3c29b44df5af7ae874f460c366
